Entry Name	Length	organism
AT5F1_HUMAN	256	human
THAS_HUMAN	533	human
AKAP5_HUMAN	427	human
IBP6_HUMAN	240	human
IBP5_HUMAN	272	human
PPAC_HUMAN	158	human
KPCL_HUMAN	683	human
THIL_HUMAN	427	human
TENA_HUMAN	2201	human
MYL9_HUMAN	172	human
DNAS1_HUMAN	282	human
CCNC_HUMAN	283	human
CCNE1_HUMAN	410	human
CP2F1_HUMAN	491	human
RPB1_HUMAN	1970	human
CDK2_HUMAN	298	human
HRH2_HUMAN	359	human
CXCR1_HUMAN	350	human
CXCR2_HUMAN	360	human
APC_HUMAN	2843	human
CD24_HUMAN	80	human
CO8A2_HUMAN	703	human
FPR3_HUMAN	353	human
FPR2_HUMAN	351	human
GUC2C_HUMAN	1073	human
ARBK1_HUMAN	689	human
ADA1D_HUMAN	572	human
EDNRA_HUMAN	427	human
NK1R_HUMAN	407	human
PTAFR_HUMAN	342	human
ACKR3_HUMAN	362	human
PAR1_HUMAN	425	human
MYP0_HUMAN	248	human
MCM3_HUMAN	808	human
NFYB_HUMAN	207	human
ZA2G_HUMAN	298	human
THTM_HUMAN	297	human
LAMA1_HUMAN	3075	human
RS12_HUMAN	132	human
BRD2_HUMAN	801	human
TNR6_HUMAN	335	human
TYY1_HUMAN	414	human
DNJB1_HUMAN	340	human
DNJB2_HUMAN	324	human
ATPA_HUMAN	553	human
MT3_HUMAN	68	human
CATS_HUMAN	331	human
PSA1_HUMAN	263	human
PSA2_HUMAN	234	human
PSA3_HUMAN	255	human
PSA4_HUMAN	261	human
RBTN2_HUMAN	158	human
RBTN1_HUMAN	156	human
S100P_HUMAN	95	human
UCP1_HUMAN	307	human
NPY1R_HUMAN	384	human
CO5A3_HUMAN	1745	human
TNR5_HUMAN	277	human
IKBA_HUMAN	317	human
ITA3_HUMAN	1051	human
ITB7_HUMAN	798	human
ITB8_HUMAN	769	human
PTX3_HUMAN	381	human
MOES_HUMAN	577	human
PTN3_HUMAN	913	human
DDX6_HUMAN	483	human
CTNA2_HUMAN	953	human
DNMT1_HUMAN	1616	human
PAX6_HUMAN	422	human
U2AF2_HUMAN	475	human
KRA59_HUMAN	169	human
RL13_HUMAN	211	human
RAE2_HUMAN	656	human
ELAV4_HUMAN	385	human
ASPX_HUMAN	265	human
3BHS2_HUMAN	372	human
IVD_HUMAN	426	human
CNTF_HUMAN	200	human
S10A4_HUMAN	101	human
MGAT1_HUMAN	445	human
HMGB2_HUMAN	209	human
PTBP1_HUMAN	557	human
SYTC_HUMAN	723	human
SYVC_HUMAN	1264	human
EF1G_HUMAN	437	human
TTP_HUMAN	326	human
PPLA_HUMAN	52	human
NKG2A_HUMAN	233	human
NKG2C_HUMAN	231	human
NKG2D_HUMAN	216	human
CD27_HUMAN	260	human
FKBP2_HUMAN	142	human
HGFL_HUMAN	711	human
IL3RA_HUMAN	378	human
CNTFR_HUMAN	372	human
CRBB3_HUMAN	211	human
AVR2A_HUMAN	513	human
STOM_HUMAN	288	human
KAD4_HUMAN	223	human
PON1_HUMAN	355	human
ANX13_HUMAN	316	human
AOFB_HUMAN	520	human
1433T_HUMAN	245	human
IF_HUMAN	417	human
MK03_HUMAN	379	human
MARK3_HUMAN	753	human
VATL_HUMAN	155	human
G0S2_HUMAN	103	human
CALL3_HUMAN	149	human
DPP4_HUMAN	766	human
GDF1_HUMAN	372	human
ARNT_HUMAN	789	human
CERS1_HUMAN	350	human
RL10_HUMAN	214	human
CO8A1_HUMAN	744	human
RFA1_HUMAN	616	human
APEX1_HUMAN	318	human
CD82_HUMAN	267	human
DCK_HUMAN	260	human
PYR1_HUMAN	2225	human
CALR_HUMAN	417	human
PDE4A_HUMAN	886	human
MAP4_HUMAN	1152	human
CALX_HUMAN	592	human
PROP_HUMAN	469	human
IL1R2_HUMAN	398	human
P85A_HUMAN	724	human
IP3KB_HUMAN	946	human
AOAH_HUMAN	575	human
PSB8_HUMAN	276	human
PSB9_HUMAN	219	human
PSA5_HUMAN	241	human
DMA_HUMAN	261	human
DMB_HUMAN	263	human
PIT1_HUMAN	291	human
PSB4_HUMAN	264	human
PSB6_HUMAN	239	human
PSB5_HUMAN	263	human
GSTM2_HUMAN	218	human
5HT1D_HUMAN	377	human
5HT1B_HUMAN	390	human
5HT2A_HUMAN	471	human
ABCD3_HUMAN	659	human
TMOD1_HUMAN	359	human
ITPI2_HUMAN	1259	human
LYOX_HUMAN	417	human
ELK4_HUMAN	431	human
CYTD_HUMAN	142	human
PEX2_HUMAN	305	human
CLAT_HUMAN	748	human
ACADL_HUMAN	430	human
NDUS1_HUMAN	727	human
ADH6_HUMAN	368	human
5HT2C_HUMAN	458	human
NMBR_HUMAN	390	human
DPOD1_HUMAN	1107	human
TEAD1_HUMAN	426	human
HXD9_HUMAN	352	human
HXD10_HUMAN	340	human
MSX1_HUMAN	303	human
SMCA1_HUMAN	1054	human
GBRB3_HUMAN	473	human
GBRR2_HUMAN	465	human
MK01_HUMAN	360	human
DUS1_HUMAN	367	human
5HT1E_HUMAN	365	human
GRAN_HUMAN	217	human
MZF1_HUMAN	734	human
RXRB_HUMAN	533	human
ERCC5_HUMAN	1186	human
RBL1_HUMAN	1068	human
GRN_HUMAN	593	human
PTPRM_HUMAN	1452	human
AMPL_HUMAN	519	human
DHI1_HUMAN	292	human
CD34_HUMAN	385	human
CD38_HUMAN	300	human
TNR8_HUMAN	595	human
CD1B_HUMAN	333	human
CD1C_HUMAN	333	human
CXB2_HUMAN	226	human
S10A2_HUMAN	98	human
PTN4_HUMAN	926	human
T2EA_HUMAN	439	human
T2EB_HUMAN	291	human
NEC1_HUMAN	753	human
PCSK6_HUMAN	969	human
TPP2_HUMAN	1249	human
IMPA1_HUMAN	277	human
AA2AR_HUMAN	412	human
AA2BR_HUMAN	332	human
CCN2_HUMAN	349	human
EPHA2_HUMAN	976	human
EPHA3_HUMAN	983	human
EPHA8_HUMAN	1005	human
EPHB2_HUMAN	1055	human
PTN6_HUMAN	595	human
SHC1_HUMAN	583	human
NK3R_HUMAN	465	human
3MG_HUMAN	298	human
RABP2_HUMAN	138	human
ARI4A_HUMAN	1257	human
KDM5A_HUMAN	1690	human
LTK_HUMAN	864	human
CO4A5_HUMAN	1685	human
TKT_HUMAN	623	human
IL12A_HUMAN	219	human
IL12B_HUMAN	328	human
CASP1_HUMAN	404	human
NOS3_HUMAN	1203	human
NOS1_HUMAN	1434	human
SPB3_HUMAN	390	human
LMOD1_HUMAN	600	human
RBMS1_HUMAN	406	human
PML_HUMAN	882	human
TYK2_HUMAN	1187	human
KAIN_HUMAN	427	human
EF1D_HUMAN	281	human
OAS2_HUMAN	719	human
ODPAT_HUMAN	388	human
CD40L_HUMAN	261	human
MARCS_HUMAN	332	human
AQP1_HUMAN	269	human
CNGA1_HUMAN	686	human
GNA11_HUMAN	359	human
AL4A1_HUMAN	563	human
PBLD_HUMAN	288	human
ERP29_HUMAN	261	human
PRDX6_HUMAN	224	human
BLVRB_HUMAN	206	human
PRDX5_HUMAN	214	human
DOPD_HUMAN	118	human
GFRP_HUMAN	84	human
PRDX3_HUMAN	256	human
ATPD_HUMAN	168	human
RL12_HUMAN	165	human
ECHM_HUMAN	290	human
KCY_HUMAN	196	human
PEBP1_HUMAN	187	human
PDIA3_HUMAN	505	human
2AAA_HUMAN	589	human
2AAB_HUMAN	601	human
CD6_HUMAN	668	human
CDC27_HUMAN	824	human
FCERG_HUMAN	86	human
CCND2_HUMAN	289	human
CCND3_HUMAN	292	human
WEE1_HUMAN	646	human
MIP_HUMAN	263	human
MPIP1_HUMAN	524	human
MPIP2_HUMAN	580	human
MPIP3_HUMAN	473	human
PPIF_HUMAN	207	human
BKRB2_HUMAN	391	human
NKTR_HUMAN	1462	human
NMT1_HUMAN	496	human
HLAF_HUMAN	346	human
V2R_HUMAN	371	human
HMOX2_HUMAN	316	human
PURA2_HUMAN	456	human
UFO_HUMAN	894	human
SC6A1_HUMAN	599	human
ACHA5_HUMAN	468	human
AMRP_HUMAN	357	human
TSPO_HUMAN	169	human
AA1R_HUMAN	326	human
GRPR_HUMAN	384	human
AGTR1_HUMAN	359	human
OXYR_HUMAN	389	human
PUR8_HUMAN	484	human
KPYR_HUMAN	574	human
CLIP1_HUMAN	1438	human
SORCN_HUMAN	198	human
GNA15_HUMAN	374	human
GSTT1_HUMAN	240	human
ILEU_HUMAN	379	human
GCH1_HUMAN	250	human
CTR1_HUMAN	629	human
AL1B1_HUMAN	517	human
AL3A1_HUMAN	453	human
SSR1_HUMAN	391	human
SSR2_HUMAN	369	human
RPB2_HUMAN	1174	human
ACHB4_HUMAN	498	human
5HT1F_HUMAN	366	human
GNRHR_HUMAN	328	human
CALCR_HUMAN	474	human
NTR1_HUMAN	418	human
NEUT_HUMAN	170	human
LCN1_HUMAN	176	human
SDHA_HUMAN	664	human
COR1A_HUMAN	461	human
GDIA_HUMAN	447	human
S10A7_HUMAN	101	human
MK04_HUMAN	587	human
METK2_HUMAN	395	human
S5A2_HUMAN	254	human
HXD3_HUMAN	432	human
HXA10_HUMAN	410	human
HXA7_HUMAN	230	human
HXA9_HUMAN	272	human
HXA11_HUMAN	313	human
HXA13_HUMAN	388	human
HXC8_HUMAN	242	human
HXC9_HUMAN	260	human
HXC13_HUMAN	330	human
TLX1_HUMAN	330	human
KAP1_HUMAN	381	human
KAP3_HUMAN	418	human
CPSM_HUMAN	1500	human
RIR2_HUMAN	389	human
CD52_HUMAN	61	human
FGF9_HUMAN	208	human
SSR4_HUMAN	388	human
CASQ1_HUMAN	396	human
SDC4_HUMAN	198	human
TIA1_HUMAN	386	human
FMO4_HUMAN	558	human
FMO3_HUMAN	532	human
ZEP2_HUMAN	2446	human
SC5A2_HUMAN	672	human
SC6A6_HUMAN	620	human
GBRA5_HUMAN	462	human
SC6A4_HUMAN	630	human
DNJA1_HUMAN	397	human
AKT1_HUMAN	480	human
AKT2_HUMAN	481	human
IL2RG_HUMAN	369	human
QCR1_HUMAN	480	human
3HIDH_HUMAN	336	human
PUR9_HUMAN	592	human
ABC3A_HUMAN	199	human
HNRH3_HUMAN	346	human
HNRH1_HUMAN	449	human
CASPE_HUMAN	242	human
1433B_HUMAN	246	human
1433S_HUMAN	248	human
STIP1_HUMAN	543	human
S10AB_HUMAN	105	human
FCG2B_HUMAN	310	human
FCG2C_HUMAN	323	human
CEAM8_HUMAN	349	human
L1CAM_HUMAN	1257	human
I5P2_HUMAN	993	human
PRDX2_HUMAN	198	human
ARRB2_HUMAN	409	human
GLPK_HUMAN	559	human
CCKAR_HUMAN	428	human
GASR_HUMAN	447	human
VIPR1_HUMAN	457	human
OTX1_HUMAN	354	human
OTX2_HUMAN	289	human
MC4R_HUMAN	332	human
CCR1_HUMAN	355	human
BRS3_HUMAN	399	human
CCR7_HUMAN	378	human
GP183_HUMAN	361	human
ACHA3_HUMAN	505	human
GRK4_HUMAN	578	human
CXCR5_HUMAN	372	human
CDD_HUMAN	146	human
DCTD_HUMAN	178	human
P5CR1_HUMAN	319	human
NAC1_HUMAN	973	human
GBP1_HUMAN	592	human
GBP2_HUMAN	591	human
ELF1_HUMAN	619	human
SSR3_HUMAN	418	human
HPPD_HUMAN	393	human
TF2H1_HUMAN	548	human
STX2_HUMAN	288	human
IFNA8_HUMAN	189	human
DSG3_HUMAN	999	human
IL3RB_HUMAN	897	human
CGL_HUMAN	405	human
ICAM3_HUMAN	547	human
RL9_HUMAN	192	human
CD70_HUMAN	193	human
TNFL8_HUMAN	234	human
MC5R_HUMAN	325	human
C2TA_HUMAN	1130	human
ACSL1_HUMAN	698	human
CADH5_HUMAN	784	human
KINH_HUMAN	963	human
CSTF2_HUMAN	577	human
LSP1_HUMAN	339	human
CP2CI_HUMAN	490	human
CP2CJ_HUMAN	490	human
DUT_HUMAN	252	human
GCYA2_HUMAN	732	human
MRP1_HUMAN	1531	human
CD80_HUMAN	288	human
S10A5_HUMAN	92	human
S10A3_HUMAN	101	human
H2B1B_HUMAN	126	human
ABCD1_HUMAN	745	human
MA1A1_HUMAN	653	human
ERD22_HUMAN	212	human
TTK_HUMAN	857	human
MCM4_HUMAN	863	human
MCM5_HUMAN	734	human
MCM7_HUMAN	719	human
GALNS_HUMAN	522	human
RNAS4_HUMAN	147	human
NTF4_HUMAN	210	human
SDC2_HUMAN	201	human
CD68_HUMAN	354	human
GLYC_HUMAN	483	human
GLYM_HUMAN	504	human
GBRA3_HUMAN	492	human
EVI2B_HUMAN	448	human
HYES_HUMAN	555	human
RYK_HUMAN	607	human
HS71L_HUMAN	641	human
HSP74_HUMAN	840	human
GRK5_HUMAN	590	human
MPI_HUMAN	423	human
5HT7R_HUMAN	479	human
CNR2_HUMAN	360	human
TRFR_HUMAN	398	human
OR1D2_HUMAN	312	human
PE2R1_HUMAN	402	human
CRFR1_HUMAN	415	human
TRY3_HUMAN	304	human
GPC1_HUMAN	558	human
BTC_HUMAN	178	human
PROF2_HUMAN	140	human
UBP6_HUMAN	1406	human
CXA4_HUMAN	333	human
CAH5A_HUMAN	305	human
CAH8_HUMAN	290	human
CTNA1_HUMAN	906	human
CTNB1_HUMAN	781	human
IL13_HUMAN	146	human
BMI1_HUMAN	326	human
PCGF2_HUMAN	344	human
NOS2_HUMAN	1153	human
PHB1_HUMAN	272	human
PTN7_HUMAN	360	human
SPB6_HUMAN	376	human
MERL_HUMAN	595	human
RADI_HUMAN	583	human
RECO_HUMAN	200	human
RFA3_HUMAN	121	human
SFTPD_HUMAN	375	human
RFC4_HUMAN	363	human
RFC2_HUMAN	354	human
RFC1_HUMAN	1148	human
RL22_HUMAN	128	human
T2FA_HUMAN	517	human
SPRE_HUMAN	261	human
ADML_HUMAN	185	human
SPR1A_HUMAN	89	human
SPR2A_HUMAN	72	human
SSR5_HUMAN	364	human
ADA1A_HUMAN	466	human
PGH2_HUMAN	604	human
HRH1_HUMAN	487	human
ADA1B_HUMAN	520	human
OPRM_HUMAN	400	human
RORA_HUMAN	523	human
PE2R4_HUMAN	488	human
APJ_HUMAN	380	human
TSP2_HUMAN	1172	human
TSP4_HUMAN	961	human
HXD12_HUMAN	270	human
HXD13_HUMAN	343	human
DRD3_HUMAN	400	human
IDUA_HUMAN	653	human
SCN1A_HUMAN	2009	human
SCN4A_HUMAN	1836	human
UD13_HUMAN	534	human
UD15_HUMAN	534	human
CBS_HUMAN	551	human
CLCN1_HUMAN	988	human
K1C9_HUMAN	623	human
MSX2_HUMAN	267	human
FBN1_HUMAN	2871	human
FBN2_HUMAN	2912	human
HXK4_HUMAN	465	human
PCKGC_HUMAN	622	human
IRS1_HUMAN	1242	human
GDE_HUMAN	1532	human
G6PC1_HUMAN	357	human
MYH9_HUMAN	1960	human
MYH10_HUMAN	1976	human
TIE1_HUMAN	1138	human
COPB2_HUMAN	906	human
ACTN2_HUMAN	894	human
SOAT1_HUMAN	550	human
ADDA_HUMAN	737	human
ADDB_HUMAN	726	human
BASI_HUMAN	385	human
TIMP3_HUMAN	211	human
ARBK2_HUMAN	688	human
FUS_HUMAN	526	human
DDIT3_HUMAN	169	human
NU214_HUMAN	2090	human
DEK_HUMAN	375	human
CYLC1_HUMAN	651	human
ATP7B_HUMAN	1465	human
HNF1B_HUMAN	557	human
SOX5_HUMAN	763	human
SOX6_HUMAN	828	human
SOX18_HUMAN	384	human
SOX11_HUMAN	441	human
MYH11_HUMAN	1972	human
GLRX1_HUMAN	106	human
ZNF93_HUMAN	620	human
CHKA_HUMAN	457	human
PPM1A_HUMAN	382	human
ALS_HUMAN	605	human
AHR_HUMAN	848	human
K1C20_HUMAN	424	human
K22E_HUMAN	639	human
PDE6B_HUMAN	854	human
HMGCL_HUMAN	325	human
VGFR3_HUMAN	1363	human
VGFR2_HUMAN	1356	human
PRS7_HUMAN	433	human
MOT8_HUMAN	539	human
CH3L1_HUMAN	383	human
GGT2_HUMAN	569	human
GGT5_HUMAN	586	human
CXA5_HUMAN	358	human
CXG1_HUMAN	396	human
TCF7_HUMAN	384	human
ARL2_HUMAN	184	human
ARL3_HUMAN	182	human
TRI23_HUMAN	574	human
MP2K2_HUMAN	400	human
ZNF76_HUMAN	570	human
ATPG_HUMAN	298	human
VATE1_HUMAN	226	human
ACHA7_HUMAN	502	human
HEM6_HUMAN	454	human
ARRC_HUMAN	388	human
RL4_HUMAN	427	human
8ODP_HUMAN	156	human
LONM_HUMAN	959	human
PGM1_HUMAN	562	human
PP1G_HUMAN	323	human
FLT3_HUMAN	993	human
BMR1A_HUMAN	532	human
ACV1B_HUMAN	505	human
TGFR1_HUMAN	503	human
TNR3_HUMAN	435	human
SPB5_HUMAN	375	human
RPB9_HUMAN	125	human
PEDF_HUMAN	418	human
SRBP1_HUMAN	1147	human
ODO2_HUMAN	453	human
GMPR1_HUMAN	345	human
GPX4_HUMAN	197	human
FHR2_HUMAN	270	human
ACVL1_HUMAN	503	human
DHB3_HUMAN	310	human
DHB2_HUMAN	387	human
SCNNA_HUMAN	669	human
SRP14_HUMAN	136	human
TGFR2_HUMAN	567	human
NUP62_HUMAN	522	human
PPARG_HUMAN	505	human
HPCL1_HUMAN	193	human
FDFT_HUMAN	417	human
ZEB1_HUMAN	1124	human
PIGA_HUMAN	484	human
V1AR_HUMAN	418	human
TAGL2_HUMAN	199	human
TALDO_HUMAN	337	human
SYUA_HUMAN	140	human
ETFB_HUMAN	255	human
RBMX_HUMAN	391	human
BRCA1_HUMAN	1863	human
GNAL_HUMAN	381	human
COIL_HUMAN	576	human
VKGC_HUMAN	758	human
INGR2_HUMAN	337	human
HYALP_HUMAN	509	human
ITAE_HUMAN	1179	human
LICH_HUMAN	399	human
VATA_HUMAN	617	human
GRP75_HUMAN	679	human
IF4A3_HUMAN	411	human
SMBP2_HUMAN	993	human
CDN1A_HUMAN	164	human
RS19_HUMAN	145	human
RL3_HUMAN	403	human
COFA1_HUMAN	1388	human
COIA1_HUMAN	1754	human
GRIK1_HUMAN	918	human
MPV17_HUMAN	176	human
OST48_HUMAN	456	human
AN32A_HUMAN	249	human
FEN1_HUMAN	380	human
PA2G5_HUMAN	138	human
CUX1_HUMAN	1505	human
MMP12_HUMAN	470	human
GDNF_HUMAN	211	human
CAPG_HUMAN	348	human
CAP2_HUMAN	477	human
TYRP2_HUMAN	519	human
ADCY8_HUMAN	1251	human
IL6RB_HUMAN	918	human
GPV_HUMAN	560	human
CEAM3_HUMAN	252	human
CEAM6_HUMAN	344	human
TACT_HUMAN	585	human
TXLNA_HUMAN	546	human
TPO_HUMAN	353	human
TCPZ_HUMAN	531	human
TPOR_HUMAN	635	human
CD79B_HUMAN	229	human
NNMT_HUMAN	264	human
IFI27_HUMAN	122	human
PSB10_HUMAN	273	human
VHL_HUMAN	213	human
ADH7_HUMAN	386	human
PBX1_HUMAN	430	human
PBX2_HUMAN	430	human
PBX3_HUMAN	434	human
RL13A_HUMAN	203	human
ARL1_HUMAN	181	human
ARL4A_HUMAN	200	human
MLH1_HUMAN	756	human
STAT3_HUMAN	770	human
UBP8_HUMAN	1118	human
PEX19_HUMAN	299	human
S26A3_HUMAN	764	human
MDHC_HUMAN	334	human
MDHM_HUMAN	338	human
IL15_HUMAN	162	human
RFC5_HUMAN	340	human
RFC3_HUMAN	356	human
ECHA_HUMAN	763	human
PMEL_HUMAN	661	human
CCNF_HUMAN	786	human
IF2G_HUMAN	472	human
ID1_HUMAN	155	human
OPRD_HUMAN	372	human
OPRK_HUMAN	380	human
OPRX_HUMAN	370	human
LEP_HUMAN	167	human
ETV5_HUMAN	510	human
ETV3_HUMAN	512	human
CASR_HUMAN	1078	human
AQP2_HUMAN	271	human
BCL6_HUMAN	706	human
CETN2_HUMAN	172	human
ETV6_HUMAN	452	human
EIF2D_HUMAN	584	human
OX2G_HUMAN	278	human
MNDA_HUMAN	407	human
PERI_HUMAN	470	human
RGS2_HUMAN	211	human
WNT5A_HUMAN	380	human
PTGDS_HUMAN	190	human
BUD31_HUMAN	144	human
SOX3_HUMAN	446	human
UBA7_HUMAN	1012	human
NAA10_HUMAN	235	human
KDM5C_HUMAN	1560	human
P2RY2_HUMAN	377	human
HNF4A_HUMAN	474	human
IPP2_HUMAN	205	human
ABEC1_HUMAN	236	human
CSK_HUMAN	450	human
PLPL4_HUMAN	253	human
GARS_HUMAN	739	human
SYIC_HUMAN	1262	human
NBL1_HUMAN	181	human
TNFL9_HUMAN	254	human
M3K8_HUMAN	467	human
FOLR3_HUMAN	245	human
S19A1_HUMAN	591	human
EIF1_HUMAN	113	human
PACR_HUMAN	468	human
VIPR2_HUMAN	438	human
GRM5_HUMAN	1212	human
5HT2B_HUMAN	481	human
CCR2_HUMAN	374	human
TSN7_HUMAN	249	human
KPCI_HUMAN	596	human
MC3R_HUMAN	323	human
ELK3_HUMAN	407	human
ACTY_HUMAN	376	human
CD86_HUMAN	329	human
ECI1_HUMAN	302	human
ASIP_HUMAN	132	human
LAP2A_HUMAN	694	human
LAP2B_HUMAN	454	human
STAT1_HUMAN	750	human
STAT6_HUMAN	847	human
STA5A_HUMAN	794	human
GRIA1_HUMAN	906	human
GRIA2_HUMAN	883	human
GRIA3_HUMAN	894	human
MTREX_HUMAN	1042	human
AK1C3_HUMAN	323	human
RHG25_HUMAN	645	human
PK3CA_HUMAN	1068	human
PK3CB_HUMAN	1070	human
MTOR_HUMAN	2549	human
PI4KA_HUMAN	2102	human
EPS15_HUMAN	896	human
AF9_HUMAN	568	human
CASP3_HUMAN	277	human
CASP2_HUMAN	452	human
DPP6_HUMAN	865	human
RS27_HUMAN	84	human
MATK_HUMAN	507	human
TEC_HUMAN	631	human
TXK_HUMAN	527	human
ABL2_HUMAN	1182	human
FRK_HUMAN	505	human
HELZ_HUMAN	1942	human
CNDD3_HUMAN	1498	human
I12R1_HUMAN	662	human
LIFR_HUMAN	1097	human
LPPRC_HUMAN	1394	human
THIM_HUMAN	397	human
RL35_HUMAN	123	human
WASP_HUMAN	502	human
CDN2A_HUMAN	156	human
CDN2B_HUMAN	138	human
CDN2C_HUMAN	168	human
PCP_HUMAN	496	human
CXCL5_HUMAN	114	human
NSG1_HUMAN	185	human
HD_HUMAN	3142	human
ECE1_HUMAN	770	human
MTHR_HUMAN	656	human
EAA1_HUMAN	542	human
EAA2_HUMAN	574	human
EAA3_HUMAN	524	human
SATT_HUMAN	532	human
GDF5_HUMAN	501	human
LIS1_HUMAN	410	human
GUC1A_HUMAN	201	human
PF2R_HUMAN	359	human
PE2R3_HUMAN	390	human
PE2R2_HUMAN	358	human
PI2R_HUMAN	386	human
MUC18_HUMAN	646	human
DCC_HUMAN	1447	human
CACP_HUMAN	626	human
CAH7_HUMAN	264	human
GLP1R_HUMAN	463	human
CATO_HUMAN	321	human
CATK_HUMAN	329	human
MATR3_HUMAN	847	human
MSH2_HUMAN	934	human
GRK6_HUMAN	576	human
BTD_HUMAN	543	human
ETV4_HUMAN	484	human
GPDM_HUMAN	727	human
SSRA_HUMAN	286	human
CRBB2_HUMAN	205	human
RAD52_HUMAN	418	human
AL3B1_HUMAN	468	human
NR4A2_HUMAN	598	human
MAGA1_HUMAN	309	human
MAGA2_HUMAN	314	human
MAGA3_HUMAN	314	human
MAGA4_HUMAN	317	human
MAGA6_HUMAN	314	human
MAGA8_HUMAN	318	human
MAGAB_HUMAN	429	human
MAGAC_HUMAN	314	human
PTN9_HUMAN	593	human
ZAP70_HUMAN	619	human
KSYK_HUMAN	635	human
RANG_HUMAN	201	human
TNR4_HUMAN	277	human
NAMPT_HUMAN	491	human
KI2L1_HUMAN	348	human
KI2L3_HUMAN	341	human
KI3L1_HUMAN	444	human
KI3L2_HUMAN	455	human
KI2S2_HUMAN	304	human
KI2S4_HUMAN	304	human
AFAM_HUMAN	599	human
LPAR6_HUMAN	344	human
ACHA4_HUMAN	627	human
PRS6B_HUMAN	418	human
GATA4_HUMAN	442	human
NKX21_HUMAN	371	human
EFTS_HUMAN	325	human
TNNT3_HUMAN	269	human
TNNT2_HUMAN	298	human
ACY2_HUMAN	313	human
MMP13_HUMAN	471	human
ABCG1_HUMAN	678	human
PPIC_HUMAN	212	human
VDAC2_HUMAN	294	human
ACDSB_HUMAN	432	human
CBX5_HUMAN	191	human
UBP5_HUMAN	858	human
MK08_HUMAN	427	human
MK09_HUMAN	424	human
MP2K4_HUMAN	399	human
KI67_HUMAN	3256	human
KPB2_HUMAN	1235	human
KPB1_HUMAN	1223	human
S15A1_HUMAN	708	human
RAGP1_HUMAN	587	human
RECQ1_HUMAN	649	human
NOP2_HUMAN	812	human
GPR3_HUMAN	330	human
CML2_HUMAN	355	human
CCR10_HUMAN	362	human
GPR4_HUMAN	362	human
XCR1_HUMAN	333	human
5HT3A_HUMAN	478	human
ATRX_HUMAN	2492	human
CRK_HUMAN	304	human
CRKL_HUMAN	303	human
IF2M_HUMAN	727	human
BAG6_HUMAN	1132	human
GSTM5_HUMAN	218	human
NSF_HUMAN	744	human
CDN1B_HUMAN	198	human
NOTC1_HUMAN	2555	human
ASMT_HUMAN	345	human
BKRB1_HUMAN	353	human
IEX1_HUMAN	156	human
SO1A2_HUMAN	670	human
MP2K3_HUMAN	347	human
BRCC3_HUMAN	316	human
RL27A_HUMAN	148	human
RL5_HUMAN	297	human
RL21_HUMAN	160	human
RL28_HUMAN	137	human
RS9_HUMAN	194	human
RS5_HUMAN	204	human
RS10_HUMAN	165	human
MAP1B_HUMAN	2468	human
GNPI1_HUMAN	289	human
NEDD4_HUMAN	1319	human
YAP1_HUMAN	504	human
UTRN_HUMAN	3433	human
IQGA1_HUMAN	1657	human
3HAO_HUMAN	286	human
GLYG_HUMAN	350	human
STT3A_HUMAN	705	human
GALR1_HUMAN	349	human
MSS4_HUMAN	123	human
CASA1_HUMAN	185	human
PA24A_HUMAN	749	human
RPGP1_HUMAN	663	human
CAZA2_HUMAN	286	human
CAPZB_HUMAN	272	human
RGR_HUMAN	291	human
IF1AX_HUMAN	144	human
GBRA2_HUMAN	451	human
GBRB2_HUMAN	512	human
GLR_HUMAN	477	human
SCTR_HUMAN	440	human
AL1A3_HUMAN	512	human
SYQ_HUMAN	775	human
5HT5A_HUMAN	357	human
P2RY1_HUMAN	373	human
V1BR_HUMAN	424	human
CDX1_HUMAN	265	human
RL29_HUMAN	159	human
ID4_HUMAN	161	human
LEG7_HUMAN	136	human
TISD_HUMAN	494	human
UCRI_HUMAN	274	human
XDH_HUMAN	1333	human
XCL1_HUMAN	114	human
TNFL6_HUMAN	281	human
SC6A8_HUMAN	635	human
MTR1A_HUMAN	350	human
ATPO_HUMAN	213	human
KCNJ1_HUMAN	391	human
KCNJ4_HUMAN	445	human
KCNJ6_HUMAN	423	human
CBPA2_HUMAN	419	human
GRIA4_HUMAN	902	human
LIMS1_HUMAN	325	human
SDF1_HUMAN	93	human
S6A12_HUMAN	614	human
S6A11_HUMAN	632	human
SC6A9_HUMAN	706	human
NPBW1_HUMAN	328	human
NPBW2_HUMAN	333	human
PPCE_HUMAN	710	human
MAOX_HUMAN	572	human
CXA8_HUMAN	433	human
GLRB_HUMAN	497	human
GBRA4_HUMAN	554	human
IREB2_HUMAN	963	human
AT5G3_HUMAN	142	human
T4S4_HUMAN	202	human
REG1B_HUMAN	166	human
TFPI2_HUMAN	235	human
LEPR_HUMAN	1165	human
RFX2_HUMAN	723	human
RFX3_HUMAN	749	human
RFX5_HUMAN	616	human
PI42A_HUMAN	406	human
SOX2_HUMAN	317	human
SOX9_HUMAN	509	human
RXRG_HUMAN	463	human
COPD_HUMAN	511	human
AL3B2_HUMAN	385	human
LSS_HUMAN	732	human
PP2BC_HUMAN	512	human
GSH1_HUMAN	637	human
GSH0_HUMAN	274	human
CD151_HUMAN	253	human
PCP4_HUMAN	62	human
KCNJ5_HUMAN	419	human
GIPR_HUMAN	466	human
KCNC1_HUMAN	511	human
